question,blooms_taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which part of the ear is responsible for collecting sound waves?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which parts of the ear are responsible for amplifying the sound? (making it louder),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which part of the ear converts sound waves into electrical signals?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the job of the auditory nerve?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explain the behavior of light waves when they strike the prism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give two real-world examples of refraction of light:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compare and contrast refraction and diffraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which wave above gives you the warmth you feel from

a fire?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3. Which wave above is absorbed by the ozone layer to protect

Earth?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What wave conversion is occurring during a radio transmission?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compare and contrast AM and FM radio transmission.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a carrier wave?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List 5 uses of radio waves.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you notice happening? Describe how the coils of the slinky move. Be specific!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens to the rope attached to the slinky? Does it travel with the energy of the wave?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens once the wave passes a section of coils?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you notice about the energy movement through the slinky? Be specific!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the amount of energy you use change the size of the waves?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How many bumps can you create in the slinky? When creating more bumps in the slinky, does the bump
size increase or decrease?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What changed with the crest and trough?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens to the speed if the frequency goes up to 10 Hertz?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Describe how we can increase the frequency of the wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the cork move? Record observations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What happens to the water as the drop hits (looking from the side)? Are the waves going up and down or
side to side?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record observations when the rope goes from side to side and then up and down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can you make bigger waves?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens to the paper as you add energy?,application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What do you see, hear, and feel when the rubber band is plucked?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you notice with your neck?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What changes are felt between whispering and talking at a conversation level?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What happens when you let go of the ruler? What do you see, hear, and feel?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of potential energy would a slingshot use? Gravitational or Elastic? Explain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of energy propels windmills and watermills?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When the rock is at the edge of the cliff, what type of energy does it have?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What force acts on the rock to make it fall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential energy increases with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The higher an object goes, the ________________ it goes, and the less ______________ ____________ it has.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What unit do we use to describe energy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the formula for potential energy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the formula for kinetic energy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will the pendulum swing forever? Why or why not?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A baseball with a mass of 1.1kg leaves your hand going 40m/s. The ball has _________________ energy. Calculate the energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A wagon that weighs 7N sits on top of a hill that is 31m high. The wagon has _________________ energy. Calculate the energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A cat with a mass of 3.9kg leaps off of a table with a speed of 8m/s. The cat has ________________ energy. Calculate the energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A boulder with a mass of 186kg sits on top of a mountain that is 92m high. The boulder has _________________ energy. Calculate the energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A banana that weighs 0.7N is hanging from a 30m tree. The banana has _______________ energy. Calculate the energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two kettlebells were lifted by a man. The blue kettle bell had a mass of 5kg and was raised a speed of 4m/s, and the red kettlebell had a mass of 10kg and was raised at a speed of 3m/s. The man lifts each kettlebell to height of 1.6m. Calculate the potential energy of each kettlebell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. You serve a volleyball with a mass of 2.1 kg. The ball leaves your hand with a speed of 30 m/s. The ball has ______________________ energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. A baby carriage is sitting at the top of a hill that is 21 m high. The carriage with the baby weighs 12 N. The carriage has ____________ energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. A car is traveling with a velocity of 40 m/s and has a mass of 1120 kg. The car has ___________energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. A cinder block is sitting on a platform 20 m high. It weighs 79 N. The block has _____________ energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. There is a bell at the top of a tower that is 45 m high. The bell weighs 190 N. The bell has ____________ energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. A roller coaster is at the top of a 72 m hill and weighs 966 N. The coaster (at this moment) has ____________ energy. Calculate it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. What is the kinetic energy of a 3-kilogram ball that is rolling at 2 meters per second?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why did the dummy fall off the back of the truck?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the Newton’s First Law?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What keeps the china on the table when you pull the tablecloth out from under it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you are sitting perfectly still in a moving car, are you in motion?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do you move at the same speed of the car?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What causes the dummy in the crashing car to stop moving?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does having your seatbelt on help reduce your risk of injury?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which has more momentum, the big rig traveling 2 miles per hour, or an SUV traveling 40 miles an hour?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is momentum?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What letter is used to represent momentum in mathematical equations?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fill in the blank: P= _____________ * ______________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fill in the blank: Impulse = ______________ * ________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why does the wall stop the egg more quickly than the sheet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Who experiences more force, the driver who “panic brakes” or the driver who comes to a slow stop?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following people experience more Gs, astronauts, fighter pilots, or people in car crashes?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is it better to increase the crash time, or decrease the crash time?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Law of Conservation of Momentum states that…?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If a car with more mass collides with a car of less mass, which driver would experience more force?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving objects have what kind of energy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am trying to knock over this giant box in front of me. But when I try to push it, it doesn’t seem to work. What should I do?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am going sledding, but I can never seem to make up the second hill. How can I sled up the 2nd hill?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am trying to bump my friend’s car across the red line. But I can’t seem to get him to cross the line. What can I do to bump him across the line?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. The energy associated with the movement of an object is,1. The energy associated with the movement of an object is [Score],1. The energy associated with the movement of an object is [Feedback],2. Sam studied kinetic and potential energy by observing apples on a tree during a field investigation. What type of energy do these apples have?,2. Sam studied kinetic and potential energy by observing apples on a tree during a field investigation. What type of energy do these apples have? [Score],2. Sam studied kinetic and potential energy by observing apples on a tree during a field investigation. What type of energy do these apples have? [Feedback],3. Which of the follow is NOT an example of potential energy?,3. Which of the follow is NOT an example of potential energy? [Score],3. Which of the follow is NOT an example of potential energy? [Feedback],4. The ability to do work is called,4. The ability to do work is called [Score],4. The ability to do work is called [Feedback],5. Mechanical energy is,5. Mechanical energy is [Score],5. Mechanical energy is [Feedback],6. The energy that comes from food is,6. The energy that comes from food is [Score],6. The energy that comes from food is [Feedback],7. A hair dryer converts ______ energy to thermal energy.,7. A hair dryer converts ______ energy to thermal energy. [Score],7. A hair dryer converts ______ energy to thermal energy. [Feedback],8. Height and _____ determine the amount of gravitational potential energy an object has.,8. Height and _____ determine the amount of gravitational potential energy an object has. [Score],8. Height and _____ determine the amount of gravitational potential energy an object has. [Feedback],9. The faster an object moves the greater its _________ energy.,9. The faster an object moves the greater its _________ energy. [Score],9. The faster an object moves the greater its _________ energy. [Feedback],10. KE = 100 PE = 0,10. KE = 100 PE = 0 [Score],10. KE = 100 PE = 0 [Feedback],11. KE= 0 PE = 100,11. KE= 0 PE = 100 [Score],11. KE= 0 PE = 100 [Feedback],12. KE = 25 PE = 75,12. KE = 25 PE = 75 [Score],12. KE = 25 PE = 75 [Feedback],13. In your own words what does the law of conservation of energy state? Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION.,13. In your own words what does the law of conservation of energy state? Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Score],13. In your own words what does the law of conservation of energy state? Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],14. The process of changing energy from one form to another,14. The process of changing energy from one form to another [Score],14. The process of changing energy from one form to another [Feedback],15. What type of potential energy is stored in food?,15. What type of potential energy is stored in food? [Score],15. What type of potential energy is stored in food? [Feedback],16. Explain the energy transformation that occurs in a lamp. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION.,16. Explain the energy transformation that occurs in a lamp. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Score],16. Explain the energy transformation that occurs in a lamp. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],17. The original source of most of the energy on Earth is?,17. The original source of most of the energy on Earth is? [Score],17. The original source of most of the energy on Earth is? [Feedback],18. At what point in its motion is the potential energy of the ball at a maximum?,18. At what point in its motion is the potential energy of the ball at a maximum? [Score],18. At what point in its motion is the potential energy of the ball at a maximum? [Feedback],19. A pulled back rubber band is an example of what type of potential energy?,19. A pulled back rubber band is an example of what type of potential energy? [Score],19. A pulled back rubber band is an example of what type of potential energy? [Feedback],"20. If a vase falls off a shelf, it's gravitational potential energy will be transformed to_______","20. If a vase falls off a shelf, it's gravitational potential energy will be transformed to_______ [Score]","20. If a vase falls off a shelf, it's gravitational potential energy will be transformed to_______ [Feedback]",21. Heat energy is called __________,21. Heat energy is called __________ [Score],21. Heat energy is called __________ [Feedback],22. In your own words explain how kinetic and potential energy are related. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION.,22. In your own words explain how kinetic and potential energy are related. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Score],22. In your own words explain how kinetic and potential energy are related. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],BONUS: What type of energy is created when atoms are ripped apart?,BONUS: What type of energy is created when atoms are ripped apart? [Score],BONUS: What type of energy is created when atoms are ripped apart? [Feedback]
"When the pendulum is released, the potential energy transforms into what?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does crashworthiness mean?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Based on the footage you saw, would it be better to be in a head-on collision, or a side-impact collision? Why?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. The energy associated with the movement of an object is [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Sam studied kinetic and potential energy by observing apples on a tree during a field investigation. What type of energy do these apples have? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Which of the follow is NOT an example of potential energy? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. The ability to do work is called [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Mechanical energy is [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. The energy that comes from food is [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. A hair dryer converts ______ energy to thermal energy. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Height and _____ determine the amount of gravitational potential energy an object has. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. The faster an object moves the greater its _________ energy. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. KE = 100 PE = 0 [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11. KE= 0 PE = 100 [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12. KE = 25 PE = 75 [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13. In your own words what does the law of conservation of energy state? Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. The process of changing energy from one form to another [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15. What type of potential energy is stored in food? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16. Explain the energy transformation that occurs in a lamp. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17. The original source of most of the energy on Earth is? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18. At what point in its motion is the potential energy of the ball at a maximum? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19. A pulled back rubber band is an example of what type of potential energy? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20. If a vase falls off a shelf, it's gravitational potential energy will be transformed to_______ [Feedback]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21. Heat energy is called __________ [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22. In your own words explain how kinetic and potential energy are related. Remember to answer in a COMPLETE SENTENCE that RESTATE the questions with correct CAPITALIZATION & PUNCTUATION. [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONUS: What type of energy is created when atoms are ripped apart? [Feedback],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Law of Conservation of Energy states that _______________ cannot be created or ___________. It can only be ___________ (which means to change forms.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The two main types of energy are __________ energy and _______________ energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential energy is energy that is _______________.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy is ___________ energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are correct? (Choose all that apply),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is formula for speed?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is the correct formula for velocity?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A little bug is placed on the 150cm mark on a meter stick. He walks to the 50cm mark in 10 seconds. What is the bug's velocity?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a true statement?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True or false: white light is created when all of the colors (wavelengths) are seen together.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If a material is transparent, it...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convection occurs when...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Law of Conservation of Energy states...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy is...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the standard unit of measurement for energy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat energy is also known as...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which energy transformation occurs when a student blows a whistle?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A police car speeds down the street with lights and sirens. Which energy form is NOT present?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to the graph, the kinetic energy of the rock after 3 seconds is about...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A windmill transforms the kinetic energy of the wind to ___________ energy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
